user,item,rating,time
3715,4594,1,1326473416
3715,5049,1,1326380915
3716,6204,2,1499652620
3717,1610,1,1298132274
3719,7030,1,1590160320
3719,7030,1,1576476454
3720,380,2,1434469548
3720,8273,2,1443755837
3720,8709,1,1536252146
3720,9378,2,1461463498
3721,6574,1,1531090325
3726,1243,1,1479028571
3727,5035,1,1558135057
3729,3811,1,1569635114
3735,3961,1,1522017398
3735,6016,2,1522417215
3736,2876,1,1617158808
3737,2967,2,1628639699
3738,587,1,1495984682
3740,3677,1,1537703516
3742,5305,1,1405789111
3744,2074,1,1417670816
3744,2307,2,1400974514
3744,5578,2,1400971798
3745,5444,2,1439839269
3746,3021,2,1472914484
3746,5596,2,1472914940
3746,6192,1,1570926055
3750,785,2,1478734290
3750,1609,2,1618065594
3750,1629,1,1319061657
3750,4691,1,1578325744
3756,3964,1,1529157490
3758,2599,1,1342974457
3766,213,1,1523210010
3767,3141,1,1623685708
3768,1788,1,1327864955
3768,1812,1,1417276380
3768,2216,1,1428793605
3768,2966,1,1410262597
3769,2541,2,1335538436
3769,8518,1,1337349675
3773,26,1,1491239428
3773,429,1,1620728924
3773,2612,1,1397581168
3773,6227,1,1579486745
3773,7407,1,1634409891
3775,6254,1,1327369206
3778,650,1,1455419679
3778,1576,1,1459610968
3778,1576,1,1430201424
3778,9177,2,1566783937
3779,7847,2,1400983823
3781,5890,1,1562667727
3783,1116,2,1466376382
3785,2416,1,1295410553
3785,8523,1,1363621223
3786,7156,1,1559408630
3787,1637,2,1514944222
3788,3521,1,1434668981
3788,4445,1,1641832286
3788,9206,2,1642440814
3790,3356,1,1556715828
3791,2129,1,1431196129
3791,6654,2,1414955101
3797,5278,1,1409965770
3798,3274,1,1446076773
3799,388,1,1551842057
3805,7134,1,1529616677
3805,7134,1,1528850085
3806,2956,1,1357614213
3806,6338,1,1493218875
3806,8106,1,1457633809
3810,7309,1,1416494321
3812,6130,1,1497614058
3814,61,2,1273856471
3818,4768,1,1628031195
3822,1461,1,1619835504
3823,6448,2,1262211009
3826,2735,1,1541655890
3829,812,1,1372487846
3829,3016,1,1410190498
3833,3000,1,1409612469
3839,106,1,1408299942
3841,6309,2,1341989437
3842,7521,1,1632058687
3843,1924,1,1514604019
3846,7884,2,1483148279
3849,2114,1,1569674444
3850,4689,2,1315035687
3850,5658,1,1286231580
3851,7565,1,1556491297
3853,8003,2,1498168816
3853,8003,2,1498344454
3854,3783,1,1569281136
3858,2868,1,1483041475
3858,7582,1,1484574156
3859,3031,1,1546283957
3859,4243,1,1549648701
3861,6988,2,1477795590
3864,3928,1,1473555791
3865,802,2,1509245478
3867,5626,1,1480624872
3869,6887,1,1423704784
3869,8477,1,1423741989
3871,6798,1,1533256330
3872,4109,1,1576542688
3872,8112,1,1581022488
3875,1941,1,1495583021
3875,2161,2,1495046962
3875,2161,2,1485122604
3875,2377,2,1492270309
3875,2984,2,1470179033
3875,3115,1,1469658756
3875,3376,2,1492270640
3875,3421,2,1492269979
3875,5213,1,1469808883
3875,5976,2,1474484494
3875,8098,2,1487964232
3875,8655,2,1488753701
3877,650,1,1524163225
3880,440,1,1283805274
3880,1330,1,1291690550
3880,3015,2,1409367457
3880,3998,1,1320469575
3880,7053,2,1263694223
3880,7447,2,1283803388
3882,2995,1,1525931368
3883,8680,1,1528671933
3883,8680,1,1527434513
3890,6446,1,1332692624
3891,6967,1,1482986410
3892,8744,2,1525736188
3893,992,1,1527454743
3895,1335,2,1480554260
3898,6138,2,1449946949
3899,5140,2,1624834936
3905,7754,2,1436362502
3907,5266,1,1510183833
3910,1552,1,1638643176
3914,4013,2,1564596093
3914,8770,1,1564587095
3915,9317,1,1501641486
3916,1668,2,1596317924
3916,8361,2,1596317876
3921,2912,1,1489450378
3924,8033,1,1532806803
3925,6268,2,1407182270
3932,1187,2,1433813384
3935,2138,1,1569444775
3935,4530,1,1556727587
3937,7255,1,1582954151
3938,3298,1,1456873597
3940,6846,1,1432385088
3941,1528,2,1303615664
3942,4742,1,1533832729
3943,3892,1,1480721965
3948,6182,1,1639315858
3948,9167,1,1641571943
3956,1750,1,1286153918
3956,6191,1,1552319742
3958,511,1,1377358448
3959,5979,2,1330707914
3960,3882,1,1314489834
3961,2161,2,1433600360
3961,8838,1,1450739648
3964,6483,1,1343139934
3966,1840,1,1501031555
3968,503,1,1436759568
3971,5830,1,1299267716
3971,6787,1,1299268058
3973,336,1,1497808865
3974,1897,1,1455639355
3974,2390,1,1447631471
3975,4755,1,1538948622
3976,3342,1,1443198042
3976,6541,1,1396717733
3980,2644,2,1404845842
3981,449,1,1434459417
3983,18,1,1491656899
3987,5273,2,1625956611
3990,2787,1,1416535376
3992,1097,1,1442236169
3993,8260,1,1571448220
3996,9179,1,1606841481
3998,802,2,1451336651
4001,3164,2,1361163744
4002,3752,1,1483082797
4003,1668,1,1472240354
4004,8803,1,1523230564
4008,2722,2,1362103696
4008,3373,2,1460730333
4008,5101,1,1323910109
4008,6050,1,1356631792
4008,6642,1,1597625931
4008,7300,2,1360081265
4008,8172,1,1570572490
4009,8344,1,1454177785
4014,6228,1,1524517701
4019,8051,2,1453077357
4021,7048,1,1489678380
4023,5471,1,1384680914
4024,1690,2,1545606658
4030,722,1,1579741496
4032,2916,1,1456711375
4032,7175,2,1469041747
4033,5098,1,1363812190
4033,8932,2,1438434425
4034,1273,1,1366669098
4039,4990,2,1506880296
4039,8982,1,1506255716
4041,7932,1,1372040522
4043,5085,1,1530725929
4044,4850,1,1337097249
4048,37,1,1593439618
4048,2237,1,1569294370
4048,5353,2,1536266978
4052,3787,1,1231269996
4052,6380,2,1244681016
4055,516,1,1637546184
4059,2784,2,1357752974
4059,3882,2,1250789439
4059,4259,1,1250531580
4059,7998,1,1315411344
4061,1147,2,1474930617
4066,1633,1,1500502263
4067,7013,1,1504943890
4069,8372,1,1494080165
4069,8738,2,1493251123
4070,5120,2,1492926928
4070,8697,2,1494703696
4071,6301,1,1581295152
4073,7231,2,1362965244
4074,4389,1,1387690934
4075,4959,2,1279562750
4079,6338,1,1480970971
4079,7272,1,1527856632
4085,2462,2,1269348407
4086,354,1,1403547050
4090,1149,2,1418389350
4090,4856,2,1394296779
4092,2768,1,1468891500
4092,5005,2,1407624257
4092,6153,1,1599346942
4093,6168,2,1582819983
4097,4143,1,1484837615
4098,6159,1,1530843992
4101,2275,1,1394321525
4105,2695,1,1637253332
4110,8591,1,1612286328
4114,1735,2,1367924194
4114,2127,2,1325030707
4114,6634,1,1402708554
4117,132,1,1519532569
4117,3742,1,1530181878
4117,6253,1,1517554541
4117,8162,1,1530181374
4118,3047,1,1593777540
4118,6402,2,1624967113
4119,242,2,1602260353
4119,826,1,1554825061
4123,2912,2,1413499074
4125,7987,1,1561351986
4127,377,1,1441678659
4127,591,2,1523586823
4127,2813,1,1490549628
4128,2574,1,1517753305
4132,687,1,1471971388
4134,2229,2,1349552216
4135,3015,2,1303169673
4136,3261,1,1507403627
4140,802,2,1467765484
4140,1184,1,1448908789
4140,2326,2,1449325624
4140,2690,1,1581167014
4140,2944,2,1555271001
4140,2975,2,1487547793
4140,2996,2,1526435504
4140,3334,2,1443830288
4140,3773,2,1498435268
4140,4069,1,1439681355
4140,4120,2,1504830474
4140,4408,2,1473019366
4140,5029,1,1599408876
4140,5935,1,1414326296
4140,6155,2,1437250325
4140,6254,2,1441625914
4140,6434,2,1414324629
4140,6595,2,1491953625
4140,7549,2,1467764947
4140,7549,2,1494867752
4140,7686,2,1508622548
4140,7891,2,1553476911
4140,7967,1,1453174006
4140,8065,2,1438856711
4140,8157,2,1551572858
4140,8389,1,1416532489
4140,8904,2,1620438121
4140,9045,2,1624713155
4141,2956,2,1264656419
4141,5134,2,1264656541
4141,5206,2,1281549571
4141,5236,1,1260412320
4141,7233,2,1289964077
4141,7683,2,1281549222
4141,9235,1,1255206670
4142,409,2,1465236276
4143,5210,1,1395335274
4147,2814,2,1475981528
4147,7094,1,1454124436
4150,2796,1,1449982789
4150,6388,1,1441712320
4150,8342,1,1401995504
4151,3164,1,1460604943
4153,3882,1,1501192674
4154,8239,2,1637535169
4156,5486,1,1577230096
4159,2769,1,1489937954
4162,844,2,1275493296
4162,4117,2,1301190507
4163,1068,1,1406081284
4165,2980,1,1446312234
4169,679,1,1323817654
4169,2336,1,1312083732
4169,3690,1,1309190075
4171,2871,1,1478688218
4171,7444,1,1532175923
4172,2019,1,1600524645
4176,161,1,1362951430
4177,6547,2,1540565804
4178,3364,1,1586287503
4187,4857,2,1313426509
4187,4943,2,1290438744
4191,1054,1,1531241325
4199,1369,1,1486847915
4199,7527,2,1452021432
4201,3501,2,1463083798
4204,5319,2,1478486960
4206,6744,1,1450473792
4207,1760,2,1341080728
4208,3538,2,1547998961
4209,626,2,1394806644
4209,4269,2,1328730912
4209,6849,2,1369970096
4211,1430,2,1407297848
4212,6342,1,1534904423
4213,655,1,1360091602
4214,6883,1,1541380144
4216,8055,2,1466622624
4219,785,2,1369194534
4221,6819,1,1581003837
4222,502,1,1574891041
4223,7617,1,1635132128
4225,6748,2,1595698602
4226,2198,1,1235344822
4227,6593,1,1345776589
4231,152,1,1563510532
4239,1206,1,1380150297
4239,4253,1,1474388773
4240,8284,2,1439407523
4242,4269,2,1521601900
4242,7755,1,1550715717
4243,9273,2,1495915301
4247,5597,1,1565610478
4247,6416,1,1561339188
4250,3172,1,1546101238
4251,8435,1,1440877449
4253,8408,1,1456325833
4257,534,1,1580677569
4258,806,2,1494975420
4260,8402,2,1610982166
4263,8149,1,1473383876
4264,8114,2,1408106398
4267,2589,2,1384809397
4268,3594,1,1495953748
4275,2912,1,1543622302
4280,9083,1,1456467414
4282,5029,2,1451331656
4283,4747,1,1464900472
4287,8341,1,1258937841
4288,61,1,1393640554
4290,108,2,1488144659
4290,1614,1,1429755566
4290,6300,1,1236375617
4291,1277,1,1554662027
4294,564,1,1510063430
4294,9204,1,1550335021
4295,1988,1,1528474699
4296,4752,1,1454184019
4296,8318,1,1607872779
4297,1865,2,1546144076
4297,2044,2,1550702038
4299,3377,1,1549809090
4301,301,1,1442172327
4301,1812,2,1444663772
4301,2814,2,1428694161
4301,3930,1,1457753091
4301,3935,1,1465924937
4301,4840,2,1431304287
4301,5723,2,1440037375
4301,6074,2,1428696231
4307,4105,1,1531859236
4308,4270,2,1376571101
4308,6920,1,1407866182
4314,6926,1,1610857170
4314,8931,1,1561524556
4315,153,1,1490636438
4315,1348,1,1525568493
4317,7902,1,1379781343
4324,1700,1,1576070988
4325,4697,1,1499735304
4326,2653,1,1629407583
4333,9298,1,1629297417
4334,7901,1,1556237026
4336,5435,2,1568651768
4336,7090,2,1506140277
4338,7255,2,1546276732
4341,2416,1,1385947455
4341,6514,2,1501119343
4346,2128,1,1641265390
4346,3362,1,1631408316
4348,7527,2,1227755500
4349,6483,1,1390683045
4349,6483,1,1381241594
4350,7738,2,1507912016
4361,2198,1,1260869158
4367,7700,2,1538765258
4368,6875,1,1578458926
4373,2214,1,1508271209
4382,3643,1,1488413127
4383,2190,2,1624301405
4391,5674,1,1627221894
4393,575,2,1581776535
4395,5802,1,1442081995
4397,2267,1,1570999420
4398,4428,1,1535920060
4400,4357,2,1458625695
4402,3074,1,1416756277
4405,408,1,1564070009
4405,529,2,1555763885
4409,3307,1,1309576750
4410,7546,1,1332047654
4419,2538,2,1492010655
4419,4174,1,1472177763
4420,3619,2,1545852569
4421,6845,1,1418690679
4422,1110,2,1427247517
4422,1110,1,1426467768
4423,701,1,1523150066
4423,1948,1,1552256955
4424,4417,1,1529704498
4424,7740,2,1492042736
4426,6903,1,1634734415
4429,702,2,1248295701
4429,1137,2,1239820467
4429,3605,2,1237836748
4429,5057,2,1237857289
4429,5239,2,1269885764
4429,7201,2,1237853771
4429,7222,2,1242348170
4432,3108,2,1279111476
4432,3267,2,1271196079
4432,6518,1,1327942964
4432,7998,2,1263920151
4432,8099,2,1270129810
4432,8854,2,1263922202
4434,8284,2,1466895137
4445,7465,1,1351283714
4446,5221,1,1387747560
4448,5707,1,1521859460
4458,8598,1,1297098090
4462,7796,1,1412270082
4464,6234,1,1351029877
4468,4500,2,1572132433
4469,2386,2,1484775029
4470,2478,1,1372695215
4470,3178,1,1397417299
4470,5308,1,1314799408
4470,6680,1,1291307533
4471,408,1,1280167601
4473,7227,2,1526235303
4474,274,2,1426906589
4475,7013,2,1421252748
4478,4170,2,1472232552
4479,469,2,1400901057
4480,7013,1,1339956375
4483,2851,2,1213206528
4486,1729,1,1533664469
4486,2517,1,1555903565
4486,3078,1,1493496274
4486,4295,1,1446607476
4486,5165,2,1513713381
4486,8317,1,1527190818
4488,8010,1,1568472698
4493,601,1,1546742515
4493,4219,2,1557867011
4493,7964,1,1566343372
4495,2735,2,1288486134
4495,2879,2,1288486079
4497,587,1,1417715613
4497,6762,1,1437405378
4497,8287,2,1425923594
4500,61,2,1434649922
4500,6430,1,1482906536
4504,499,2,1488644932
4506,5247,1,1569946332
4508,9321,2,1455585453
4511,5941,1,1441331151
4513,8033,1,1413990900
4522,368,2,1405913421
4522,607,1,1520218154
4522,927,1,1410813782
4522,1788,1,1394256829
4522,6253,1,1515706992
4522,8082,2,1427826948
4522,8346,1,1425740618
4527,3986,1,1456701343
4531,6481,2,1564280118
4537,3757,1,1564533779
4538,5319,2,1576987190
4539,3449,1,1587696266
4541,3393,2,1525641986
4544,5635,2,1493568760
4544,5635,1,1496888922
4545,5466,1,1514695365
4546,2107,1,1391799245
4546,3859,1,1401999871
4546,6867,1,1429487683
4547,5545,1,1377730284
4548,3188,2,1558645189
4551,1747,1,1466374123
4555,7874,1,1482496480
4561,1325,1,1619730157
4562,3617,1,1366182056
4563,2606,1,1280872897
4566,2449,1,1460995797
4569,2634,1,1561853233
4571,1747,1,1489004713
4571,4621,1,1496449367
4571,8929,2,1523816227
4572,8434,2,1529890850
4576,5853,1,1542038105
4583,1307,1,1391741664
4583,2999,2,1209165747
4583,5094,2,1209163867
4583,7520,1,1402096532
4584,251,1,1465704606
4584,6658,1,1471805049
4593,648,1,1561508776
4595,450,1,1404450165
4596,186,2,1477601504
4601,4520,2,1446508373
4604,4482,1,1319116555
4604,8752,1,1402520659
4607,6921,1,1500174975
4610,6892,2,1254163632
4613,1456,1,1559510500
4613,4248,2,1581868739
4621,2238,1,1454717910
4623,5263,2,1437337178
4625,2427,1,1325262733
4628,3666,2,1640651765
4632,4259,1,1432660449
4637,2285,1,1306084358
4638,8111,1,1437261930
4643,4529,1,1447901584
4644,5690,1,1297896545
4645,198,1,1560119170
4645,8612,1,1560119274
4646,4764,2,1422674904
4646,6177,1,1423256375
4649,2129,2,1431142544
4649,2929,1,1476820712
4649,3579,2,1384404296
4649,3721,2,1408921970
4649,4902,1,1379524866
4649,5319,2,1548725311
4649,5722,2,1386047303
4649,6849,2,1341630584
4649,7893,2,1398621046
4649,8167,2,1419120187
4649,8181,2,1478105993
4649,9247,2,1344024363
4650,2542,1,1490268307
4650,7240,1,1397532111
4653,3525,1,1410625579
4654,3237,1,1577583421
4655,1700,1,1635956738
4657,6088,1,1582621896
4659,6904,2,1426816699
4661,581,2,1488488820
4661,5129,2,1599672495
4663,2912,1,1498998534
4665,7401,1,1562164214
4669,3571,2,1519602946
4672,466,1,1448527432
4672,6776,2,1479775896
4672,8591,1,1426458495
4675,5146,1,1360273319
4676,1232,1,1502334065
4676,3764,1,1527968320
4676,5187,2,1344450963
4676,6355,2,1340588440
4676,8648,1,1534706676
4677,3364,1,1533771476
4683,8776,1,1597511672
4684,1657,1,1618692446
4685,9292,1,1533477805
4688,5598,2,1439428704
4688,6370,2,1506040257
4692,3092,2,1283917320
4692,8284,1,1283918185
4696,3705,1,1429195098
4702,5479,1,1541996183
4704,2997,2,1495825796
4704,5553,1,1425837462
4705,5986,1,1501909192
4708,2921,2,1545957697
4711,4051,1,1528130385
4712,6813,1,1589750504
4713,5739,1,1631045086
4717,4027,1,1407029197
4724,129,1,1509542240
4725,7748,1,1427132226
4726,8866,1,1582492696
4729,1712,2,1455330660
4732,74,1,1542688565
4734,1134,1,1642126502
4734,6574,2,1557705355
4735,2365,1,1539344277
4736,4653,2,1264376810
4741,5187,2,1622153470
4741,9109,2,1621807675
4749,774,2,1591279225
4750,2772,2,1456775224
4751,6821,1,1458583859
4756,4943,1,1578191905
4757,898,1,1530920066
4758,8500,1,1638985595
4759,5014,2,1515097679
4760,8588,1,1526238019
4763,8229,1,1359647513
4764,27,2,1472383530
4764,3507,2,1451568508
4767,1964,2,1564756533
4767,7688,1,1482530407
4768,2613,2,1398345713
4769,2574,1,1583769866
4769,9177,2,1601755173
4772,2387,1,1272056185
4773,1214,1,1439643395
4773,3334,2,1449252527
4778,7865,1,1638961091
4779,8664,1,1234897884
4781,518,1,1321117684
4782,4978,2,1578797551
4790,2885,1,1528634472
4792,6535,1,1634343331
4793,6639,1,1331212331
4794,8050,2,1360521946
4799,8810,2,1569868420
4802,7009,1,1553515417
4803,6039,1,1476529700
4806,3769,2,1288192925
4809,7056,2,1558980954
4812,876,2,1338836123
4812,2798,2,1381090525
4812,4040,2,1342111398
4812,5589,1,1334936868
4812,5881,1,1424886620
4812,6371,1,1426275306
4812,6531,1,1339513954
4812,6826,2,1337618692
4812,7150,1,1359570817
4812,9048,1,1396373488
4812,9088,2,1435432415
4814,9124,2,1529967688
4818,1730,1,1447868047
4819,5585,1,1564343477
4819,6314,1,1556381444
4822,8732,1,1636849108
4823,2486,1,1437778009
4830,2590,1,1575841252
4833,5136,2,1436451324
4833,7585,2,1444751268
4836,3143,2,1599676962
4836,7948,2,1594650297
4844,7485,2,1466136854
4846,7391,1,1464227537
4848,3020,1,1401202006
4850,5430,1,1632186684
4851,554,1,1593566188
4851,3273,1,1569121634
4856,5042,1,1503494127
4857,1797,1,1401246584
4858,8763,1,1361232683
4860,5609,1,1350948040
4862,1114,1,1529928270
4863,1238,1,1503511637
4863,1540,1,1550679845
4863,4208,2,1541627343
4863,7229,1,1537898588
4863,7987,1,1562153852
4865,5949,2,1424736313
4867,7030,2,1533932710
4870,8157,1,1546192928
4872,3334,1,1455246039
4873,394,1,1545441407
4874,8293,2,1554547136
4875,4735,1,1470360391
4876,61,2,1393921935
4879,7801,2,1558196771
4881,3729,1,1385613520
4882,4593,1,1472900944
4882,7938,2,1495741911
4887,552,2,1438989558
4887,1051,1,1451356565
4887,2912,1,1451356043
4887,3882,1,1451355803
4887,5319,2,1448165418
4887,7998,2,1438990161
4887,8065,2,1451084956
4887,9025,1,1492448158
4890,2912,1,1342406694
4890,3882,1,1342406851
4891,661,1,1496501083
4894,6523,1,1487898130
4897,1904,1,1547440786
4898,2198,1,1548098283
4898,7535,1,1545481864
4900,1063,2,1376532326
4900,1812,1,1396110752
4900,5005,2,1401079166
4902,6046,1,1494355346
4903,3434,2,1280207007
4903,8022,2,1311207365
4903,9033,1,1296605107
4903,9077,2,1295045368
4906,1278,1,1323047318
4908,2912,2,1394603475
4910,303,2,1301946039
4910,3903,2,1317591640
4910,6056,2,1289749515
4911,7388,1,1406229004
4911,7388,1,1376172200
4912,2350,1,1490942717
4912,8034,1,1618363039
4913,1410,1,1553728529
4917,5471,1,1546058317
4918,3892,1,1564270196
4919,21,2,1607735084
4922,7308,1,1436493138
4928,3117,1,1612029602
4931,1668,1,1612812543
4937,6546,1,1549127262
4946,3945,1,1493666378
4949,3237,2,1412536443
4950,6848,1,1362524973
4953,139,1,1595012323
4957,2319,1,1594768351
4957,2333,1,1505758899
4957,3884,2,1500050098
4961,726,1,1289792149
4970,1470,1,1526518410
4971,7846,1,1569640514
4974,719,2,1621508573
4977,5933,1,1569792738
4982,455,2,1329957177
4985,615,1,1567988508
4987,5982,1,1428506482
4987,7643,1,1424375395
4989,2819,1,1535910634
4991,105,1,1579911182
4991,5839,1,1572049815
4994,1177,1,1492904488
4997,5866,1,1265395311
4998,2760,1,1299946513
4999,483,2,1531951808
5006,5029,2,1537366102
5008,5598,2,1401218532
5010,2136,2,1372822656
5010,4022,1,1455741450
5016,2935,1,1399007583
5016,3092,1,1369673762
5016,3574,2,1399004658
5016,7938,2,1382109488
5017,6611,1,1457951870
5018,7491,1,1491803939
5020,382,1,1532666239
5022,1217,1,1460049923
5022,5969,1,1474946848
5025,3319,1,1494896290
5026,2912,1,1217755619
5026,3882,1,1217047335
5029,61,1,1432084672
5029,7954,1,1432683566
5030,95,1,1582509334
5043,5036,2,1505871322
5045,495,1,1470303352
5047,1059,2,1626541330
5047,7220,1,1630363823
5048,529,2,1572797275
5048,4943,2,1555210230
5050,5162,1,1521506837
5051,3590,2,1512516516
5054,213,1,1501094775
5055,642,1,1492050212
5057,9351,1,1421686618
5059,3793,1,1362792528
5060,7169,1,1485906701
5061,4253,1,1466076982
5064,593,1,1557118744
5065,3178,1,1574420410
5068,2997,1,1530464763
5069,8467,1,1579556650
5072,368,1,1440819731
5072,4136,1,1419227070
5072,8730,1,1509891057
5074,2930,1,1556106995
5076,401,1,1613318795
5077,745,1,1458698690
5077,6761,2,1417635796
5079,4399,1,1472354676
5084,161,1,1312031660
5084,2008,2,1344637991
5085,2411,1,1561317705
5085,5521,1,1548618657
5087,4389,2,1409623110
5087,5440,2,1498529468
5088,441,2,1624832051
5091,8698,2,1258212248
5094,7880,1,1544643773
5099,9015,1,1348946541
5100,2316,1,1431308635
5104,2387,1,1353363656
5107,3741,1,1396568533
5108,1528,2,1560101535
5111,1260,1,1475407702
5117,2411,1,1568575955
5118,2708,2,1450658868
5119,1568,1,1440894322
5121,1116,1,1449456298
5123,6428,1,1390479318
5127,109,1,1444054461
5127,466,1,1452996255
5127,5171,1,1491224845
5127,5471,2,1395842377
5127,7160,2,1456861270
5127,7395,2,1393856339
5128,3390,1,1337644640
5128,6782,1,1314491123
5135,2223,1,1516369769
5136,7837,1,1354676025
5145,4753,1,1602430359
5145,6534,1,1386694529
5145,7807,1,1388553293
5146,6131,2,1542677445
5146,7738,2,1530983760
5148,2912,2,1275297422
5148,3882,2,1275294892
5149,7847,1,1463101333
5151,2409,2,1545191732
5153,2896,1,1410197041
5153,4165,2,1330258655
5153,8342,2,1405048670
5155,5042,1,1309016363
5156,2859,2,1328282518
5160,2554,2,1402281993
5160,3574,1,1375640965
5161,4178,2,1496000001
5163,6198,1,1516579741
5167,763,2,1436370790
5167,3019,2,1379612582
5167,6020,2,1457908807
5167,6441,1,1426095628
5168,4692,1,1547570086
5168,4692,1,1547072388
5173,1275,1,1457111262
5174,2028,2,1521384725
5176,888,2,1535131873
5178,3935,1,1478889690
5181,7316,1,1370682605
5182,5279,1,1625595382
5182,5279,1,1628309201
5182,8529,1,1641335822
5182,8529,1,1640130202
5183,2275,1,1458383594
5186,3262,1,1501385680
5190,671,2,1451829854
5190,1354,2,1451702709
5190,6363,2,1452132351
5193,6159,1,1336573413
5195,2589,1,1382472490
5197,2462,1,1510461500
5197,3938,2,1466348133
5197,7021,1,1574428372
5197,7300,2,1582414997
5198,3573,1,1431824567
5202,3960,2,1300648348
5202,4909,2,1289016287
5202,7952,1,1294182849
5203,772,2,1446310990
5203,1388,2,1429894125
5203,1723,2,1264640538
5203,2146,2,1548983629
5203,4200,2,1260612102
5203,4912,2,1249069677
5203,7201,2,1296699743
5204,5322,1,1640981129
5206,6736,1,1558572194
5207,2071,1,1510095087
5207,4193,2,1628373365
5207,4568,2,1482847685
5207,5263,2,1509284387
5212,1275,2,1518137194
5212,4140,1,1266247314
5215,6299,1,1332987038
5215,6299,1,1332511651
5218,4242,1,1430875422
5218,5538,2,1450275234
5218,8491,1,1427309102
5219,559,1,1547970570
5219,2632,1,1561432404
5220,362,2,1543797137
5220,1241,1,1474134645
5220,1442,1,1509312725
5220,1595,1,1436120228
5220,1657,2,1473621272
5220,1668,2,1623609195
5220,1864,1,1559399549
5220,1940,2,1536788705
5220,2317,2,1498614104
5220,2623,2,1501283838
5220,2737,1,1511999371
5220,2764,1,1452491677
5220,3544,2,1471197302
5220,3626,2,1558231291
5220,3882,2,1478975430
5220,4069,1,1447117948
5220,4221,2,1471565261
5220,4338,2,1469582343
5220,4542,1,1458480685
5220,4625,2,1485229390
5220,4663,2,1496069769
5220,4683,2,1449932673
5220,5014,2,1557611401
5220,5253,2,1480194524
5220,5613,2,1618693288
5220,5645,2,1454552092
5220,5830,2,1491711781
5220,5933,1,1497064501
5220,6120,1,1588936755
5220,6342,1,1467686687
5220,6805,1,1501899014
5220,6806,1,1466123632
5220,6983,2,1572722564
5220,7090,2,1456534971
5220,7094,2,1446963047
5220,7228,2,1636862610
5220,7272,2,1498324728
5220,7452,2,1466646581
5220,7686,2,1475954974
5220,7926,2,1451221240
5220,7998,2,1443233311
5220,8008,1,1462029599
5220,8115,2,1485996487
5220,8167,1,1459617882
5220,8273,2,1479962305
5220,8342,2,1554839743
5220,8394,1,1450229780
5220,8400,2,1499143831
5220,8401,1,1533476255
5220,8731,1,1617457956
5220,8759,2,1468964058
5221,1223,1,1531853586
5222,7574,1,1523667913
5230,5921,1,1451855791
5232,234,1,1327287977
5235,1665,2,1533951187
5235,9140,1,1521767208
5239,18,1,1423493936
5239,1747,1,1385262261
5239,5024,1,1501564822
5239,5622,1,1302978887
5239,7221,1,1343691853
5239,7412,1,1318268779
5239,8932,1,1366898935
5242,8636,1,1476141648
5244,4180,1,1456360864
5244,4638,2,1476420832
5244,8559,2,1456363678
5245,2340,2,1570826220
5246,6370,2,1300651089
5247,5905,1,1518967961
5249,2966,1,1293510601
5254,4632,1,1399226949
5264,1700,1,1537549534
5266,3074,2,1340682177
5266,8284,2,1340682035
5271,3531,2,1290451606
5272,3362,2,1421158464
5272,3362,2,1463226456
5272,5789,1,1632770782
5272,8371,2,1587599193
5274,6904,1,1463670036
5277,2319,1,1448995157
5279,5325,2,1593298220
5279,7625,1,1593298738
5281,2157,1,1500247696
5282,3767,1,1465332509
5287,197,1,1577408870
5288,2781,1,1429984598
5288,7492,1,1533911501
5288,8079,1,1554503157
5288,8085,1,1546104680
5288,8415,1,1347978608
5293,4136,2,1432475904
5293,5866,2,1370408201
5295,2136,2,1503627198
5299,2319,2,1352133184
5300,5678,1,1569805355
5303,3835,1,1347247961
5303,4199,1,1481467247
5308,8274,1,1435549879
5311,6647,1,1611236352
5315,956,1,1560661206
5316,6762,1,1405527421
5317,1461,2,1516934330
5318,381,2,1322003118
5318,394,1,1343235716
5318,702,2,1321838949
5318,885,2,1321839000
5318,1517,2,1335202359
5318,4045,1,1322764043
5318,4045,1,1321902449
5318,4269,2,1337271109
5318,5225,2,1339779435
5318,6030,2,1348598845
5318,6541,2,1338579653
5318,7002,1,1361976251
5318,7338,1,1321362284
5318,7412,1,1327677348
5318,7419,2,1322618321
5318,7864,2,1361472498
5318,7864,2,1350066531
5318,8062,1,1343593818
5318,8986,2,1326404172
5319,6010,2,1352740827
5321,8831,1,1347040422
5323,5753,1,1505310799
5325,3364,1,1439518560
5326,2809,2,1314390813
5327,527,2,1603718080
5329,3107,2,1499623299
5329,4849,2,1554606862
5330,2891,1,1569290671
5332,3589,2,1396832176
5334,363,2,1555114784
5334,1369,1,1463785106
5334,2029,1,1526674645
5334,2870,1,1396203078
5334,3349,1,1440812666
5334,3658,1,1520029615
5334,4893,1,1465932993
5334,6777,1,1531249247
5334,6856,1,1430404059
5334,7275,1,1433224612
5334,8076,1,1530043310
5334,8431,1,1522363086
5334,8719,2,1440814239
5335,8347,1,1625369133
5339,856,2,1492450102
5339,2243,1,1471205492
5339,7613,2,1484509783
5341,169,1,1540392553
5341,1747,2,1531150624
5341,2319,2,1512486242
5341,4419,2,1531152278
5341,8319,1,1509322659
5342,26,1,1509075371
5342,2198,2,1361734041
5342,3752,1,1396628702
5342,5418,1,1311126509
5342,7119,1,1377642683
5342,7730,1,1395597918
